player_id,player_name,team,fga_rim,fgm_rim,fga_paint_non_ra,fgm_paint_non_ra,fga_midrange,fgm_midrange,fga_corner3,fgm_corner3,fga_above_break3,fgm_above_break3,total_fga,assisted_fgm,unassisted_fgm,ppg,rpg,apg
1642419,Jamison Battle,TOR,38,25,15,10,7,4,30.0,14.0,54,21,144.0,2.0,0.0,3.1,1.5,0.4
1642419,Jamison Battle,TOR,38,25,15,10,7,4,30.0,14.0,54,21,144.0,1.0,0.0,3.1,1.5,0.4
1642419,Jamison Battle,TOR,38,25,15,10,7,4,30.0,14.0,54,21,144.0,3.0,0.0,3.1,1.5,0.4
1642419,Jamison Battle,TOR,38,25,15,10,7,4,30.0,14.0,54,21,144.0,5.0,0.0,3.1,1.5,0.4
1641716,Jarace Walker,IND,164,96,144,51,69,27,57.0,23.0,299,110,733.0,14.0,0.0,11.6,5.1,2.5
1641716,Jarace Walker,IND,164,96,144,51,69,27,57.0,23.0,299,110,733.0,9.0,0.0,11.6,5.1,2.5
1641716,Jarace Walker,IND,164,96,144,51,69,27,57.0,23.0,299,110,733.0,14.0,0.0,11.6,5.1,2.5
1641716,Jarace Walker,IND,164,96,144,51,69,27,57.0,23.0,299,110,733.0,4.0,0.0,11.6,5.1,2.5
1641716,Jarace Walker,IND,164,96,144,51,69,27,57.0,23.0,299,110,733.0,4.0,0.0,11.6,5.1,2.5
1641716,Jarace Walker,IND,164,96,144,51,69,27,57.0,23.0,299,110,733.0,1.0,0.0,11.6,5.1,2.5
1641716,Jarace Walker,IND,164,96,144,51,69,27,57.0,23.0,299,110,733.0,10.0,0.0,11.6,5.1,2.5
1641716,Jarace Walker,IND,164,96,144,51,69,27,57.0,23.0,299,110,733.0,3.0,0.0,11.6,5.1,2.5
1641716,Jarace Walker,IND,164,96,144,51,69,27,57.0,23.0,299,110,733.0,2.0,0.0,11.6,5.1,2.5
1641716,Jarace Walker,IND,164,96,144,51,69,27,57.0,23.0,299,110,733.0,36.0,0.0,11.6,5.1,2.5
1641716,Jarace Walker,IND,164,96,144,51,69,27,57.0,23.0,299,110,733.0,2.0,0.0,11.6,5.1,2.5
1641716,Jarace Walker,IND,164,96,144,51,69,27,57.0,23.0,299,110,733.0,8.0,0.0,11.6,5.1,2.5
1641716,Jarace Walker,IND,164,96,144,51,69,27,57.0,23.0,299,110,733.0,4.0,0.0,11.6,5.1,2.5
1641716,Jarace Walker,IND,164,96,144,51,69,27,57.0,23.0,299,110,733.0,6.0,0.0,11.6,5.1,2.5
1641716,Jarace Walker,IND,164,96,144,51,69,27,57.0,23.0,299,110,733.0,1.0,0.0,11.6,5.1,2.5
1641716,Jarace Walker,IND,164,96,144,51,69,27,57.0,23.0,299,110,733.0,14.0,0.0,11.6,5.1,2.5
1641716,Jarace Walker,IND,164,96,144,51,69,27,57.0,23.0,299,110,733.0,8.0,0.0,11.6,5.1,2.5
1641716,Jarace Walker,IND,164,96,144,51,69,27,57.0,23.0,299,110,733.0,19.0,0.0,11.6,5.1,2.5
1641716,Jarace Walker,IND,164,96,144,51,69,27,57.0,23.0,299,110,733.0,12.0,0.0,11.6,5.1,2.5
1641716,Jarace Walker,IND,164,96,144,51,69,27,57.0,23.0,299,110,733.0,2.0,0.0,11.6,5.1,2.5
1641716,Jarace Walker,IND,164,96,144,51,69,27,57.0,23.0,299,110,733.0,9.0,0.0,11.6,5.1,2.5
1641716,Jarace Walker,IND,164,96,144,51,69,27,57.0,23.0,299,110,733.0,7.0,0.0,11.6,5.1,2.5
1641716,Jarace Walker,IND,164,96,144,51,69,27,57.0,23.0,299,110,733.0,3.0,0.0,11.6,5.1,2.5
1642272,Jared McCain,OKC,97,52,81,36,45,17,61.0,24.0,196,75,480.0,2.0,0.0,8.3,2.0,1.3
1642272,Jared McCain,OKC,97,52,81,36,45,17,61.0,24.0,196,75,480.0,3.0,0.0,8.3,2.0,1.3
1642272,Jared McCain,OKC,97,52,81,36,45,17,61.0,24.0,196,75,480.0,3.0,0.0,8.3,2.0,1.3
1642272,Jared McCain,OKC,97,52,81,36,45,17,61.0,24.0,196,75,480.0,3.0,0.0,8.3,2.0,1.3
1642272,Jared McCain,OKC,97,52,81,36,45,17,61.0,24.0,196,75,480.0,2.0,0.0,8.3,2.0,1.3
1642272,Jared McCain,OKC,97,52,81,36,45,17,61.0,24.0,196,75,480.0,1.0,0.0,8.3,2.0,1.3
